# Li I — NIST Handbook lithiumtable5, ref REB95 · limit Li II 1s2(1S0) 43487.150 K87
config	term	J	level_cm1
2s	2S	1/2	0.000
2p	2P°	1/2	14903.622
2p	2P°	3/2	14903.957
3s	2S	1/2	27206.066
3p	2P°	1/2	30925.517
3p	2P°	3/2	30925.613
3d	2D	3/2	31283.018
3d	2D	5/2	31283.053
4p	2P°	1/2	36469.714
4p	2P°	3/2	36469.754
4d	2D	3/2	36623.297
4d	2D	5/2	36623.312
