# S III — NIST ASD 5.12, refs L7237/L11770 · Z=16, 14 electrons, Si-like
# limit S IV (3p 2P*1/2) = [281,130] +/- 310 cm-1  — PUBLISHED (bracketed)
config	term	J	level_cm1
4s	3P*	0	146697.37
5s	3P*	0	209774.91
4s	1P*	1	148398.97
5s	1P*	1	211329.07
4p	1P	1	167553.27
4p	3D	1	169771.43
3d	3F*	2	122118.5
4d	3F*	2	204580.68
3d	1D*	2	104159.7
4d	1D*	2	205147.80
3d	3D*	1	147551.60
4d	3D*	1	206540.39
3d	1F*	3	157610.31
4d	1F*	3	211149.32
