# Ba III — the nf run on the 2P*1/2 core, ref L3667
# limit Ba IV (5s2.5p5 2P*1/2) = 306650 +/- 20 cm-1
config	term	J	level_cm1
4f	2[7/2]	3	189195.30
5f	2[7/2]	3	246341.26
4f	2[7/2]	4	192011.93
5f	2[7/2]	4	246533.65
4f	2[5/2]	3	191112.15
5f	2[5/2]	3	246467.64
4f	2[5/2]	2	196410.28
5f	2[5/2]	2	246506.79
