# Ge III — NIST ASD 5.12, refs L7213/L11268 · Z=32, 30 electrons, Zn-like
# limit Ge IV (4s 2S1/2) = 274,693 +/- 10 cm-1  — PUBLISHED
config	term	J	level_cm1
5s	3S	1	158565.02
6s	3S	1	211140.07
7s	3S	1	234432.3
8s	3S	1	246875.0
5s	1S	0	163532.53
6s	1S	0	212662.0
7s	1S	0	235099.8
5p	3P*	0	181859.17
4d	3D	1	162840.25
5d	3D	1	213123.16
6d	3D	1	235436.5
4d	1D	2	178140.35
5d	1D	2	215576.96
6d	1D	2	236248.5
4f	3F*	2	210445.99
5g	3G	3	234916.12
6g	3G	3	247083.70
