# Li II — NIST Handbook lithiumtable6, refs HM59/TE62/DM01 · limit Li III 1s(2S1/2) 610078.4
config	term	J	level_cm1
1s2	1S	0	0.
1s2s	3S	1	476034.24
1s2s	1S	0	491373.58
1s2p	3P°	1	494260.32
1s2p	3P°	2	494262.48
1s2p	3P°	0	494265.57
1s2p	1P°	1	501807.59
1s3s	3S	1	554753.69
1s3s	1S	0	558776.88
1s3p	3P°	1	559499.53
1s3p	3P°	2	559500.39
1s3p	3P°	0	559501.32
1s3p	1P°	1	561751.50
