Z	charge	l	mult	delta	spread	term	parent	language	n_lo	n_hi	members	limit	limit_label	limit_status	delta_status	span	cell_exists
49	1	1	4	1.78993	0.38674	4P		LS	5	5	3	46670.107	In_II_(5s2_1S<0>)	no parent — fallback	usable	single-n	no
49	1	3	2	0.03940	0.01038	2F*		LS	4	12	12	46670.107	In_II_(5s2_1S<0>)	no parent — fallback	usable	series	yes
36	1	0	2	3.10103	0.10812	2[3/2]*	2P*<3/2>	jK	5	20	32	112914.433	Kr_II_(4p5_2P*<3/2>)	parent-matched	usable	series	no
36	1	1	2	2.54309	0.64668	2[1/2]	2P*<3/2>	jK	5	20	32	112914.433	Kr_II_(4p5_2P*<3/2>)	parent-matched	usable	series	no
36	1	1	2	2.62801	0.07442	2[5/2]	2P*<3/2>	jK	5	20	28	112914.433	Kr_II_(4p5_2P*<3/2>)	parent-matched	usable	series	no
36	1	1	2	2.59629	0.13251	2[3/2]	2P*<3/2>	jK	5	20	32	112914.433	Kr_II_(4p5_2P*<3/2>)	parent-matched	usable	series	no
36	1	2	2	1.45565	0.19036	2[1/2]*	2P*<3/2>	jK	4	20	34	112914.433	Kr_II_(4p5_2P*<3/2>)	parent-matched	usable	series	no
36	1	1	2	1.01205	12.53044	2[3/2]	2P*<1/2>	jK	5	7	6	112914.433	Kr_II_(4p5_2P*<3/2>)	parent-matched	usable	series	no
36	1	2	2	1.23945	0.32757	2[3/2]*	2P*<3/2>	jK	4	20	34	112914.433	Kr_II_(4p5_2P*<3/2>)	parent-matched	usable	series	no
36	1	2	2	1.35829	0.13739	2[7/2]*	2P*<3/2>	jK	4	20	34	112914.433	Kr_II_(4p5_2P*<3/2>)	parent-matched	usable	series	no
36	1	1	2	0.91407	16.40979	2[1/2]	2P*<1/2>	jK	5	7	6	112914.433	Kr_II_(4p5_2P*<3/2>)	parent-matched	usable	series	no
36	1	2	2	1.27794	0.12890	2[5/2]*	2P*<3/2>	jK	4	20	34	112914.433	Kr_II_(4p5_2P*<3/2>)	parent-matched	usable	series	no
36	1	3	2	0.03068	0.02381	2[3/2]	2P*<3/2>	jK	4	20	32	112914.433	Kr_II_(4p5_2P*<3/2>)	parent-matched	usable	series	no
36	1	3	2	0.02447	0.00585	2[9/2]	2P*<3/2>	jK	4	20	16	112914.433	Kr_II_(4p5_2P*<3/2>)	parent-matched	usable	series	no
36	1	3	2	0.01477	0.00671	2[5/2]	2P*<3/2>	jK	4	20	29	112914.433	Kr_II_(4p5_2P*<3/2>)	parent-matched	usable	series	no
36	1	3	2	0.00744	0.00575	2[7/2]	2P*<3/2>	jK	4	20	13	112914.433	Kr_II_(4p5_2P*<3/2>)	parent-matched	usable	series	no
71	1	1	2	4.02164	0.40387	2P*		LS	6	27	38	43762.6	Lu_II_(6s2_1S<0>)	no parent — fallback	usable	series	yes
71	1	1	4	3.87341	0.23636	4F*	3D	LS	6	6	4	43762.6	Lu_II_(6s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
71	1	0	4	3.85864	0.10861	4F	3F	LS	6	6	4	43762.6	Lu_II_(6s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
71	1	1	4	3.76889	0.14427	4D*	3D	LS	6	6	4	43762.6	Lu_II_(6s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
71	1	0	4	3.72994	0.06930	4P	3P	LS	6	6	3	43762.6	Lu_II_(6s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
71	1	1	4	3.62499	0.06791	4P*	3D	LS	6	6	3	43762.6	Lu_II_(6s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
71	1	0	2	4.48879	0.56311	2S		LS	7	14	8	43762.6	Lu_II_(6s2_1S<0>)	no parent — fallback	usable	series	yes
71	1	2	2	2.88031	0.72844	2D		LS	6	34	31	43762.6	Lu_II_(6s2_1S<0>)	no parent — fallback	usable	series	yes
71	1	1	4	2.67588	0.40444	4P		LS	6	6	3	43762.6	Lu_II_(6s2_1S<0>)	no parent — fallback	usable	single-n	no
71	1	3	2	1.12064	0.15290	2F*		LS	5	35	60	43762.6	Lu_II_(6s2_1S<0>)	no parent — fallback	usable	series	yes
71	1	0	4	2.82159	0.94876	4D	3D	LS	7	7	4	43762.6	Lu_II_(6s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
11	1	0	2	1.34857	0.02475	2S		LS	3	20	18	41449.451	Na_II_(2p6_1S<0>)	no parent — fallback	usable	series	yes
11	1	1	2	0.85615	0.02842	2P*		LS	3	20	36	41449.451	Na_II_(2p6_1S<0>)	no parent — fallback	usable	series	yes
11	1	2	2	0.01488	0.00466	2D		LS	3	20	29	41449.451	Na_II_(2p6_1S<0>)	no parent — fallback	usable	series	yes
11	1	3	2	0.00160	0.00050	2F*		LS	4	20	17	41449.451	Na_II_(2p6_1S<0>)	no parent — fallback	usable	series	yes
11	1	4	2	0.00042	0.00015	2G		LS	5	20	18	41449.451	Na_II_(2p6_1S<0>)	no parent — fallback	usable	series	yes
11	1	5	2	0.00013	0.00003	2H*		LS	6	10	6	41449.451	Na_II_(2p6_1S<0>)	no parent — fallback	usable	series	yes
11	1	1	4	1.32826	0.02104	4D	3P*	LS	3	3	4	306373.77	Na_II_(2p5.3s_3P*<2>)	parent-matched	usable	single-n	no
11	1	1	4	1.28883	0.01302	4P	3P*	LS	3	3	3	306373.77	Na_II_(2p5.3s_3P*<2>)	parent-matched	usable	single-n	no
11	1	1	2	1.25839	0.38312	2D	3P*	LS	3	4	3	306373.77	Na_II_(2p5.3s_3P*<2>)	parent-matched	usable	series	yes
11	1	1	2	1.09397	0.13811	2D	1P*	LS	3	4	4	310212.41	Na_II_(2p5.3s_1P*<1>)	parent-matched	usable	series	yes
11	1	1	2	1.08301	0.12271	2P	1P*	LS	3	4	4	310212.41	Na_II_(2p5.3s_1P*<1>)	parent-matched	usable	series	yes
11	1	0	4	1.56493	14.75494	4P*	3P*	LS	4	10	7	306373.77	Na_II_(2p5.3s_3P*<2>)	parent-matched	usable	series	no
11	1	0	2	1.57204	0.45287	2P*	3P*	LS	4	16	13	306373.77	Na_II_(2p5.3s_3P*<2>)	parent-matched	usable	series	yes
11	1	2	2	0.40245	0.06654	2P*	3P*	LS	3	4	4	306373.77	Na_II_(2p5.3s_3P*<2>)	parent-matched	usable	series	yes
11	1	0	2	1.63961	0.23160	2P*	1P*	LS	4	15	12	310212.41	Na_II_(2p5.3s_1P*<1>)	parent-matched	usable	series	yes
11	1	2	4	0.21561	0.15832	4P*	3P*	LS	3	10	5	306373.77	Na_II_(2p5.3s_3P*<2>)	parent-matched	usable	series	no
11	1	2	4	-0.04256	39.13219	4F*	3P*	LS	3	9	8	306373.77	Na_II_(2p5.3s_3P*<2>)	parent-matched	usable	series	no
11	1	2	4	0.12116	2.00129	4D*	3P*	LS	3	8	5	306373.77	Na_II_(2p5.3s_3P*<2>)	parent-matched	usable	series	no
11	1	2	2	0.34747	0.68170	2P*	1P*	LS	3	20	18	310212.41	Na_II_(2p5.3s_1P*<1>)	parent-matched	usable	series	yes
11	1	0	4	1.26176	4.95102	4P*?	3P*	LS	6	9	3	306373.77	Na_II_(2p5.3s_3P*<2>)	parent-matched	usable	series	no
11	1	2	4	0.12220	0.28423	4P*?	3P*	LS	6	12	3	306373.77	Na_II_(2p5.3s_3P*<2>)	parent-matched	usable	series	no
11	1	0	2	-6.40190	20.28772	2P*,4P*	3P*	LS	7	13	4	306373.77	Na_II_(2p5.3s_3P*<2>)	parent-matched	usable	series	yes
11	1	1	2	9.32216	11.98973	2[1]*	3S<1>	jK	4	16	13	572350.0	Na_II_(2s.2p6.3s_3S<1>)	parent-matched	usable	series	yes
11	1	1	0	6.31527	5.99068		1D<2>	LS	4	10	7	572350.0	Na_II_(2s.2p6.3s_3S<1>)	MISMATCHED core	void — limit is not this parent's core	series	no
11	1	1	0	8.31288	9.99023		1P<1>	LS	4	14	11	572350.0	Na_II_(2s.2p6.3s_3S<1>)	MISMATCHED core	void — limit is not this parent's core	series	no
11	1	0	2	9.25797	11.96763	2[1]*	3D*<1>	jK	4	16	13	572350.0	Na_II_(2s.2p6.3s_3S<1>)	MISMATCHED core	void — limit is not this parent's core	series	yes
11	1	2	0	6.76188	6.98672		3F*<2>	LS	4	11	8	572350.0	Na_II_(2s.2p6.3s_3S<1>)	MISMATCHED core	void — limit is not this parent's core	series	no
82	1	1	0	4.37696	0.35367	(1/2,1/2)		jj	6	12	13	59819.558	Pb_II_(6p_2P*<1/2>)	no parent — fallback	usable	series	no
82	1	1	0	2.62823	4.57647	(3/2,1/2)		jj	6	7	4	59819.558	Pb_II_(6p_2P*<1/2>)	no parent — fallback	usable	series	no
82	1	1	0	4.35373	0.26494	(3/2,3/2)		jj	6	8	6	73900.632	Pb_II_(6p_2P*<3/2>)	no parent — fallback	usable	series	no
82	1	0	0	4.82896	0.08349	(1/2,1/2)*		jj	7	17	18	59819.558	Pb_II_(6p_2P*<1/2>)	no parent — fallback	usable	series	no
82	1	1	0	4.26949	0.24522	(1/2,3/2)		jj	7	12	12	59819.558	Pb_II_(6p_2P*<1/2>)	no parent — fallback	usable	series	no
82	1	2	2	3.19730	0.12559	2[5/2]*	2P*<1/2>	jK	6	14	17	59819.558	Pb_II_(6p_2P*<1/2>)	parent-matched	usable	series	no
82	1	2	2	3.17641	0.08354	2[3/2]*	2P*<1/2>	jK	6	20	22	59819.558	Pb_II_(6p_2P*<1/2>)	parent-matched	usable	series	no
82	1	0	0	4.88142	0.06878	(3/2,1/2)*		jj	7	9	4	73900.632	Pb_II_(6p_2P*<3/2>)	no parent — fallback	usable	series	no
82	1	3	2	1.04692	0.09304	2[5/2]	2P*<1/2>	jK	5	8	8	59819.558	Pb_II_(6p_2P*<1/2>)	parent-matched	usable	series	no
82	1	3	2	1.04014	0.01546	2[7/2]	2P*<1/2>	jK	5	11	14	59819.558	Pb_II_(6p_2P*<1/2>)	parent-matched	usable	series	no
82	1	4	2	0.01073	0.00448	2[7/2]*	2P*<1/2>	jK	5	10	6	59819.558	Pb_II_(6p_2P*<1/2>)	parent-matched	usable	series	no
82	1	2	2	3.26694	0.47084	2[5/2]*	2P*<3/2>	jK	6	8	4	73900.632	Pb_II_(6p_2P*<3/2>)	parent-matched	usable	series	no
82	1	2	2	3.30311	0.05702	2[3/2]*	2P*<3/2>	jK	6	8	3	73900.632	Pb_II_(6p_2P*<3/2>)	parent-matched	usable	series	no
88	1	1	3	4.84293	1.73146	3P*		LS	7	8	9	42573.36	Ra_II_(6p6.7s_2S<1/2>)	no parent — fallback	usable	series	yes
88	1	2	3	3.89749	0.30201	3D		LS	6	7	6	42573.36	Ra_II_(6p6.7s_2S<1/2>)	no parent — fallback	usable	series	yes
88	1	1	1	4.61288	0.20364	1P*		LS	7	52	42	42573.36	Ra_II_(6p6.7s_2S<1/2>)	no parent — fallback	usable	series	yes
88	1	1	3	4.03180	0.53145	3F*		LS	7	7	3	42573.36	Ra_II_(6p6.7s_2S<1/2>)	no parent — fallback	usable	single-n	yes
88	1	1	3	3.69836	0.16393	3D*		LS	7	7	3	42573.36	Ra_II_(6p6.7s_2S<1/2>)	no parent — fallback	usable	single-n	yes
88	1	3	3	1.14629	0.05501	3F*		LS	5	8	10	42573.36	Ra_II_(6p6.7s_2S<1/2>)	no parent — fallback	usable	series	yes
86	1	0	2	5.04772	0.13676	2[3/2]*	2P*<3/2>	jK	7	12	9	86692.5	Rn_II_(6p5_2P*<3/2>)	parent-matched	usable	series	no
86	1	1	2	4.45545	0.29622	2[1/2]	2P*<3/2>	jK	7	11	9	86692.5	Rn_II_(6p5_2P*<3/2>)	parent-matched	usable	series	no
86	1	1	2	4.54979	0.16583	2[5/2]	2P*<3/2>	jK	7	12	10	86692.5	Rn_II_(6p5_2P*<3/2>)	parent-matched	usable	series	no
86	1	2	2	3.51651	0.10706	2[1/2]*	2P*<3/2>	jK	6	10	10	86692.5	Rn_II_(6p5_2P*<3/2>)	parent-matched	usable	series	no
86	1	1	2	4.48326	0.10510	2[3/2]	2P*<3/2>	jK	7	12	11	86692.5	Rn_II_(6p5_2P*<3/2>)	parent-matched	usable	series	no
86	1	2	2	3.40150	0.05761	2[7/2]*	2P*<3/2>	jK	6	12	13	86692.5	Rn_II_(6p5_2P*<3/2>)	parent-matched	usable	series	no
86	1	2	2	3.40491	0.23732	2[3/2]*	2P*<3/2>	jK	6	11	8	86692.5	Rn_II_(6p5_2P*<3/2>)	parent-matched	usable	series	no
86	1	2	2	3.33075	0.04067	2[5/2]*	2P*<3/2>	jK	7	11	10	86692.5	Rn_II_(6p5_2P*<3/2>)	parent-matched	usable	series	no
86	1	3	2	1.06324	0.01569	2[3/2]	2P*<3/2>	jK	5	8	8	86692.5	Rn_II_(6p5_2P*<3/2>)	parent-matched	usable	series	no
86	1	3	2	1.05089	0.01229	2[9/2]	2P*<3/2>	jK	5	10	6	86692.5	Rn_II_(6p5_2P*<3/2>)	parent-matched	usable	series	no
86	1	3	2	1.03175	0.01546	2[5/2]	2P*<3/2>	jK	5	9	7	86692.5	Rn_II_(6p5_2P*<3/2>)	parent-matched	usable	series	no
86	1	3	2	1.01832	0.00725	2[7/2]	2P*<3/2>	jK	5	7	3	86692.5	Rn_II_(6p5_2P*<3/2>)	parent-matched	usable	series	no
50	1	1	3	3.32111	1.84709	3P		LS	5	9	12	59232.69	Sn_II_(5s2.5p_2P*<1/2>)	no parent — fallback	usable	series	yes
50	1	1	1	2.84765	1.95041	1D		LS	5	7	3	59232.69	Sn_II_(5s2.5p_2P*<1/2>)	no parent — fallback	usable	series	yes
50	1	1	1	2.65823	2.30769	1S		LS	5	7	3	59232.69	Sn_II_(5s2.5p_2P*<1/2>)	no parent — fallback	usable	series	yes
50	1	0	3	4.76150	10.35357	3P*		LS	6	19	21	63484.18	Sn_II_(5s2.5p_2P*<3/2>)	no parent — fallback	usable	series	yes
50	1	0	1	3.80188	0.09023	1P*		LS	6	17	12	63484.18	Sn_II_(5s2.5p_2P*<3/2>)	no parent — fallback	usable	series	yes
50	1	1	3	3.33962	1.62950	3D		LS	6	9	10	59232.69	Sn_II_(5s2.5p_2P*<1/2>)	no parent — fallback	usable	series	yes
50	1	2	3	3.24536	5.34322	3F*		LS	5	12	16	63484.18	Sn_II_(5s2.5p_2P*<3/2>)	no parent — fallback	usable	series	yes
50	1	2	3	2.38083	5.63990	3D*		LS	5	12	19	63484.18	Sn_II_(5s2.5p_2P*<3/2>)	no parent — fallback	usable	series	yes
50	1	2	1	2.39562	0.10440	1D*		LS	5	12	4	63484.18	Sn_II_(5s2.5p_2P*<3/2>)	no parent — fallback	usable	series	yes
50	1	2	3	2.51090	2.01968	3P*		LS	5	27	34	63484.18	Sn_II_(5s2.5p_2P*<3/2>)	no parent — fallback	usable	series	yes
50	1	2	1	-0.11499	11.78168	1F*		LS	5	7	3	59232.69	Sn_II_(5s2.5p_2P*<1/2>)	no parent — fallback	usable	series	yes
50	1	2	1	2.05799	0.16970	1P*		LS	5	19	15	63484.18	Sn_II_(5s2.5p_2P*<3/2>)	no parent — fallback	usable	series	yes
50	1	3	3	0.03098	0.85279	3G		LS	4	6	5	63484.18	Sn_II_(5s2.5p_2P*<3/2>)	no parent — fallback	usable	series	yes
50	1	3	3	0.04108	2.37169	3F		LS	4	8	15	59232.69	Sn_II_(5s2.5p_2P*<1/2>)	no parent — fallback	usable	series	yes
50	1	3	1	0.04405	2.26973	1F		LS	4	7	4	59232.69	Sn_II_(5s2.5p_2P*<1/2>)	no parent — fallback	usable	series	yes
50	1	2	3	2.19145	0.39326	a 3F*		LS	8	12	4	59232.69	Sn_II_(5s2.5p_2P*<1/2>)	no parent — fallback	usable	series	yes
50	1	3	3	-2.49422	0.17557	3D		LS	4	4	3	59232.69	Sn_II_(5s2.5p_2P*<1/2>)	no parent — fallback	usable	single-n	yes
50	1	2	3	2.11182	0.64467	a 3P*		LS	9	12	4	59232.69	Sn_II_(5s2.5p_2P*<1/2>)	no parent — fallback	usable	series	yes
50	1	2	3	2.56415	2.35424	b 3P*		LS	9	19	11	63484.18	Sn_II_(5s2.5p_2P*<3/2>)	no parent — fallback	usable	series	yes
50	1	2	3	2.16362	0.02757	b 3F*		LS	8	12	3	63484.18	Sn_II_(5s2.5p_2P*<3/2>)	no parent — fallback	usable	series	yes
38	1	0	1	3.26812	0.28246	1S		LS	5	20	16	45932.2036	Sr_II_(5s_2S<1/2>)	no parent — fallback	usable	series	yes
38	1	1	3	8.39906	14.48304	3P*		LS	5	20	48	60488.09	Sr_II_(4d_2D<3/2>)	no parent — fallback	usable	series	yes
38	1	2	3	1.98478	0.77124	3D		LS	4	20	44	45932.2036	Sr_II_(5s_2S<1/2>)	no parent — fallback	usable	series	yes
38	1	2	1	8.37367	15.75302	1D		LS	4	20	19	60488.09	Sr_II_(4d_2D<3/2>)	no parent — fallback	usable	series	yes
38	1	1	1	8.87832	14.70699	1P*		LS	5	20	18	60488.09	Sr_II_(4d_2D<3/2>)	no parent — fallback	usable	series	yes
38	1	0	3	3.37505	0.07947	3S		LS	6	20	15	45932.2036	Sr_II_(5s_2S<1/2>)	no parent — fallback	usable	series	yes
38	1	1	3	2.01823	0.07888	3F*		LS	5	5	3	45932.2036	Sr_II_(5s_2S<1/2>)	no parent — fallback	usable	single-n	yes
38	1	1	3	1.77211	0.07412	3P		LS	5	5	3	45932.2036	Sr_II_(5s_2S<1/2>)	no parent — fallback	usable	single-n	yes
38	1	1	3	2.85559	0.05591	3D*		LS	5	6	6	60488.09	Sr_II_(4d_2D<3/2>)	no parent — fallback	usable	series	yes
38	1	3	3	0.10967	0.02953	3F*		LS	4	20	50	45932.2036	Sr_II_(5s_2S<1/2>)	no parent — fallback	usable	series	yes
38	1	3	1	0.07684	0.22893	1F*		LS	4	20	17	45932.2036	Sr_II_(5s_2S<1/2>)	no parent — fallback	usable	series	yes
38	1	2	3	1.37802	0.15639	3P		LS	4	5	5	60488.09	Sr_II_(4d_2D<3/2>)	no parent — fallback	usable	series	yes
38	1	2	3	1.57190	0.03991	3F		LS	5	5	3	60488.09	Sr_II_(4d_2D<3/2>)	no parent — fallback	usable	single-n	yes
38	1	3	2	0.22550	0.23363	2[3/2]*	2D<3/2>	jK	4	10	4	60488.09	Sr_II_(4d_2D<3/2>)	parent-matched	usable	series	no
38	1	3	2	0.13677	0.14243	2[3/2]*	2D<5/2>	jK	4	10	4	60768.43	Sr_II_(4d_2D<5/2>)	parent-matched	usable	series	no
38	1	2	0	1.58691	0.31413	(3/2,3/2)		jj	6	10	15	60488.09	Sr_II_(4d_2D<3/2>)	no parent — fallback	usable	series	no
38	1	2	0	1.77250	0.21215	(3/2,5/2)		jj	6	10	9	60488.09	Sr_II_(4d_2D<3/2>)	no parent — fallback	usable	series	no
38	1	2	0	1.28129	1.17818	(5/2,5/2)		jj	6	10	16	60488.09	Sr_II_(4d_2D<3/2>)	no parent — fallback	usable	series	no
38	1	1	2	2.64452	0.17881	2[3/2]*	2D<3/2>	jK	7	10	3	60488.09	Sr_II_(4d_2D<3/2>)	parent-matched	usable	series	no
38	1	2	0	1.36044	0.62220	(5/2,3/2)		jj	6	10	10	60488.09	Sr_II_(4d_2D<3/2>)	no parent — fallback	usable	series	no
38	1	1	2	2.64581	0.13039	2[3/2]*	2D<5/2>	jK	7	10	3	60768.43	Sr_II_(4d_2D<5/2>)	parent-matched	usable	series	no
38	1	0	0	3.25459	0.95079	(3/2,1/2)		jj	8	11	4	60488.09	Sr_II_(4d_2D<3/2>)	no parent — fallback	usable	series	no
38	1	0	0	3.14923	0.55257	(5/2,1/2)		jj	8	11	3	60488.09	Sr_II_(4d_2D<3/2>)	no parent — fallback	usable	series	no
38	1	3	0	0.17610	0.20654	(3/2,5/2)*		jj	5	7	6	60488.09	Sr_II_(4d_2D<3/2>)	no parent — fallback	usable	series	no
38	1	3	0	0.07319	0.00603	(3/2,7/2)*		jj	5	7	3	60488.09	Sr_II_(4d_2D<3/2>)	no parent — fallback	usable	series	no
38	1	4	2	0.03587	0.02571	2[5/2]	2D<3/2>	jK	5	9	4	60488.09	Sr_II_(4d_2D<3/2>)	parent-matched	usable	series	no
38	1	3	0	-0.04892	0.20957	(5/2,5/2)*		jj	5	7	6	60488.09	Sr_II_(4d_2D<3/2>)	no parent — fallback	usable	series	no
38	1	3	0	-0.14365	0.28697	(5/2,7/2)*		jj	5	7	6	60488.09	Sr_II_(4d_2D<3/2>)	no parent — fallback	usable	series	no
38	1	4	2	0.03533	0.02321	2[5/2]	2D<5/2>	jK	5	10	6	60768.43	Sr_II_(4d_2D<5/2>)	parent-matched	usable	series	no
38	1	4	2	0.02844	0.02733	2[3/2]	2D<5/2>	jK	5	10	7	60768.43	Sr_II_(4d_2D<5/2>)	parent-matched	usable	series	no
22	1	0	3	2.58623	0.00498	a 3F		LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	no parent — fallback	usable	single-n	yes
22	1	0	5	2.49443	0.00445	a 5F	4F	LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	0	3	2.46512	0.00273	a 3P		LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	no parent — fallback	usable	single-n	yes
22	1	0	3	2.41048	0.00449	b 3F	4F	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	yes
22	1	0	5	2.36488	0.00247	a 5P	4P	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
22	1	0	3	2.34193	0.00233	a 3G	2G	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	5	2.32186	0.01255	z 5G*	3P*	LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
22	1	1	5	2.30313	0.00888	z 5F*	3P*	LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
22	1	0	3	2.29274	0.00387	a 3D	2D2	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	0	3	2.27810	0.00349	b 3P	2P	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	0	3	2.27624	0.00362	a 3H	2H	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	5	2.26721	0.00552	z 5D*	3P*	LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
22	1	0	3	2.26004	0.00224	c 3P	4P	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	2.24556	0.00618	z 3F*	3P*	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	2.23100	0.00475	z 3D*	3P*	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	2.18968	0.00731	z 3G*	3P*	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	0	3	2.12354	0.10125	3F	2F	LS	4	5	6	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	series	yes
22	1	1	3	2.08249	0.00903	y 3F*	1P*	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	2.07566	0.01060	y 3D*	4F	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	yes
22	1	1	3	2.07245	0.00265	3P*	3P*	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	5	2.06712	0.01038	5D*	3P*	LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
22	1	1	5	2.03483	0.01443	y 5G*	4F	LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	1	3	2.02663	0.00779	x 3F*	3P*	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	2.00799	0.00450	x 3D*	3P*	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	2.00087	0.00915	y 3G*	1P*	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	5	1.99628	0.00817	z 5P*	3P*	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
22	1	1	5	1.96004	0.01162	y 5F*	4F	LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	2	5	0.95516	0.00700	a 5D		LS	3	3	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	no parent — fallback	usable	single-n	no
22	1	1	3	1.91752	0.01034	w 3D*	1P*	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	5	1.91179	0.00962	x 5D*	4F	LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	1	3	1.90914	0.00518	x 3G*	3P*	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	1.85641	0.00099	v 3D*	3P*	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	1.84288	0.01167	w 3G*	4F	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	yes
22	1	1	3	1.83200	0.00558	y 3P*	3P*	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	1.82318	0.00863	z 3H*	3P*	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	0	3	1.79317	0.00210	3D	2D1	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	1.76570	0.00149	x 3P*	4P	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	1.73511	0.00238	w 3F*	4F	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	yes
22	1	1	3	1.71373	0.01223	v 3F*	3P*	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
