Z	charge	l	mult	delta	spread	term	parent	language	n_lo	n_hi	members	limit	limit_label	limit_status	delta_status	span	cell_exists
22	1	2	3	0.70003	0.01756	3P2		LS	3	3	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	no parent — fallback	usable	single-n	yes
22	1	2	3	0.65161	0.00701	3F2		LS	3	3	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	no parent — fallback	usable	single-n	yes
22	1	2	3	0.63818	0.00744	3H		LS	3	3	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	no parent — fallback	usable	single-n	yes
22	1	1	3	1.62855	0.01406	y 3H*	2G	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	5	1.62749	0.01552	w 5D*	4P	LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
22	1	0	5	2.59523	0.02497	e 5F	4F	LS	5	5	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	2	3	0.59297	0.00860	b 3G		LS	3	3	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	no parent — fallback	usable	single-n	yes
22	1	1	5	1.57961	0.00751	y 5P*	4P	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
22	1	1	3	1.52398	0.01630	w 3P*	2D2	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	0	3	2.48959	0.02065	e 3F	4F	LS	5	5	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	yes
22	1	1	3	1.49262	0.00972	v 3G*	2G	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	1.48352	0.01437	u 3F*	2D2	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	1.46646	0.02286	u 3D*	1P*	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	1.42331	0.01713	t 3F*	2G	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	2	3	0.42857	0.00044	3D		LS	3	3	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	no parent — fallback	usable	single-n	yes
22	1	1	3	1.41355	0.01634	z 3I*	2H	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	1.41110	0.00877	t 3D*	2P	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	0	5	2.36944	0.02547	f 5F	4F	LS	5	5	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	1	3	1.37459	0.00679	x 3H*	2H	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	0	3	2.33332	0.02241	f 3F	4F	LS	5	5	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	yes
22	1	1	3	1.32943	0.00463	s 3D*	2D2	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	1.26666	0.00910	v 3P*		LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	no parent — fallback	usable	single-n	yes
22	1	1	3	1.23965	0.02770	r 3D*	4P	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	1.18183	0.01749	3G*	2H	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	1.16098	0.02995	s 3F*		LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	no parent — fallback	usable	single-n	yes
22	1	1	5	1.98471	0.30470	5G*	4F	LS	5	5	10	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	2	5	1.12256	0.03326	e 5G	4F	LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	2	5	1.10069	0.04243	e 5H	4F	LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	1	5	1.95144	0.33700	5F*	4F	LS	5	5	10	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	2	3	1.10541	0.03353	3G	4F	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	yes
22	1	2	5	1.10728	0.03483	e 5D	4F	LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	2	3	1.10396	0.02603	g 3F	4F	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	yes
22	1	1	3	1.10889	0.00339	u 3P*	2P	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	1.07950	0.01877	q 3D*		LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	no parent — fallback	usable	single-n	yes
22	1	1	5	1.92652	0.31925	5D*	4F	LS	5	5	10	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	2	3	1.06101	0.03652	3H	4F	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	yes
22	1	2	5	1.01896	0.02989	e 5P	4F	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	2	3	1.01337	0.03062	3D	4F	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	yes
22	1	2	3	-0.01067	0.00653	3F1		LS	3	3	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	no parent — fallback	usable	single-n	yes
22	1	2	5	0.96640	0.03783	g 5F	4F	LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	1	3	1.90949	0.03740	r 3F*	4F	LS	5	5	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	yes
22	1	2	5	0.89381	0.04064	5G	4F	LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	2	5	0.85591	0.04130	f 5H	4F	LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	2	5	0.86160	0.10013	5F	4F	LS	4	5	10	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	series	no
22	1	1	3	1.84048	0.03719	o 3D*	4F	LS	5	5	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	yes
22	1	1	3	1.74806	0.16545	3G*	4F	LS	5	5	6	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	yes
22	1	1	3	1.71185	0.03350	3F*	4F	LS	5	5	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	yes
22	1	1	3	1.68877	0.03983	n 3D*	4F	LS	5	5	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	yes
22	1	1	3	0.68437	0.02284	3P*	2P	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	0	3	1.68324	0.00152	3D	2D	LS	5	5	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	2	3	0.61440	0.04019	3G	2F	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	2	3	0.55381	0.04456	f 3H	2F	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	0	5	2.54244	0.07490	h 5F	4F	LS	6	6	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	2	3	0.55284	0.02877	3F	2F	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	0.58316	0.59277	3G*	2F	LS	4	5	6	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	series	yes
22	1	1	5	0.28069	0.11919	g 5G		LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	no parent — fallback	usable	single-n	no
22	1	1	3	0.24691	0.06696	p 3F*	2F	LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	2	5	1.06254	0.11898	g 5H	4F	LS	5	5	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	2	5	1.05593	0.10223	h 5G	4F	LS	5	5	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	3	2	-0.10613	0.33522	2[7/2]*	4F<3/2>	jK	4	4	4	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	3	2	-0.10477	0.32589	2[9/2]*	4F<3/2>	jK	4	4	4	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	3	2	0.05803	0.32818	2[5/2]*	4F<3/2>	jK	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	1	5	0.00149	0.12178	5F		LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	no parent — fallback	usable	single-n	no
22	1	3	2	-0.13336	0.33214	2[5/2]*	4F<5/2>	jK	4	4	4	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	3	2	-0.13319	0.33342	2[9/2]*	4F<5/2>	jK	4	4	4	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	3	2	-0.13143	0.33187	2[7/2]*	4F<5/2>	jK	4	4	4	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	3	2	0.03155	0.32900	2[11/2]*	4F<5/2>	jK	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	3	2	0.03004	0.32677	2[3/2]*	4F<5/2>	jK	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	3	2	-0.17198	0.33551	2[9/2]*	4F<7/2>	jK	4	4	4	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	3	2	-0.17134	0.33544	2[11/2]*	4F<7/2>	jK	4	4	4	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	3	2	-0.17161	0.33307	2[7/2]*	4F<7/2>	jK	4	4	4	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	3	2	-0.00788	0.32838	2[13/2]*	4F<7/2>	jK	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	3	2	-0.00789	0.32896	2[5/2]*	4F<7/2>	jK	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	3	2	-0.22056	0.33424	2[13/2]*	4F<9/2>	jK	4	4	4	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	3	2	-0.22246	0.33687	2[11/2]*	4F<9/2>	jK	4	4	4	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	3	2	-0.22105	0.33158	2[9/2]*	4F<9/2>	jK	4	4	4	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	3	2	-0.21788	0.32749	2[15/2]*	4F<9/2>	jK	4	4	4	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	3	2	-0.22052	0.32478	2[7/2]*	4F<9/2>	jK	4	4	4	55072.5	Ti_II_(3d2.4s_4F<3/2>)	parent-matched	usable	single-n	no
22	1	1	3	0.87298	0.10026	3F*	2F	LS	5	5	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
22	1	1	3	-0.15788	0.03831	e 3D		LS	4	4	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	no parent — fallback	usable	single-n	yes
22	1	1	5	-0.22157	0.08035	h 5D		LS	4	4	5	55072.5	Ti_II_(3d2.4s_4F<3/2>)	no parent — fallback	usable	single-n	no
22	1	1	3	0.71375	0.02522	3D*	2F	LS	5	5	3	55072.5	Ti_II_(3d2.4s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
81	1	1	2	4.22722	0.34257	2P*		LS	6	16	18	49266.66	Tl_II_(6s2_1S<0>)	no parent — fallback	usable	series	yes
81	1	0	2	4.75066	0.07830	2S		LS	7	20	14	49266.66	Tl_II_(6s2_1S<0>)	no parent — fallback	usable	series	yes
81	1	2	2	3.11838	0.09181	2D		LS	6	23	24	49266.66	Tl_II_(6s2_1S<0>)	no parent — fallback	usable	series	yes
81	1	3	2	1.03131	0.00904	2F*		LS	5	8	4	49266.66	Tl_II_(6s2_1S<0>)	no parent — fallback	usable	series	yes
54	1	0	2	4.02132	0.11987	2[3/2]*	2P*<3/2>	jK	6	20	30	97833.787	Xe_II_(5s2.5p5_2P*<3/2>)	parent-matched	usable	series	no
54	1	0	2	4.01526	0.14172	2[1/2]*	2P*<1/2>	jK	6	20	17	108370.8	Xe_II_(5s2.5p5_2P*<1/2>)	parent-matched	usable	series	no
54	1	1	2	3.50651	0.26181	2[1/2]	2P*<3/2>	jK	6	20	27	97833.787	Xe_II_(5s2.5p5_2P*<3/2>)	parent-matched	usable	series	no
54	1	1	2	3.55895	0.10399	2[5/2]	2P*<3/2>	jK	6	20	25	97833.787	Xe_II_(5s2.5p5_2P*<3/2>)	parent-matched	usable	series	no
54	1	1	2	3.51029	0.09485	2[3/2]	2P*<3/2>	jK	6	20	22	97833.787	Xe_II_(5s2.5p5_2P*<3/2>)	parent-matched	usable	series	no
54	1	2	2	2.53195	0.17268	2[1/2]*	2P*<3/2>	jK	5	20	32	97833.787	Xe_II_(5s2.5p5_2P*<3/2>)	parent-matched	usable	series	no
54	1	2	2	2.47536	0.10491	2[7/2]*	2P*<3/2>	jK	5	20	32	97833.787	Xe_II_(5s2.5p5_2P*<3/2>)	parent-matched	usable	series	no
54	1	2	2	2.36861	0.43609	2[3/2]*	2P*<3/2>	jK	5	20	32	97833.787	Xe_II_(5s2.5p5_2P*<3/2>)	parent-matched	usable	series	no
54	1	2	2	2.38184	0.09501	2[5/2]*	2P*<3/2>	jK	5	20	32	97833.787	Xe_II_(5s2.5p5_2P*<3/2>)	parent-matched	usable	series	no
54	1	1	2	3.60697	0.09173	2[3/2]	2P*<1/2>	jK	6	7	4	108370.8	Xe_II_(5s2.5p5_2P*<1/2>)	parent-matched	usable	series	no
54	1	1	2	3.56826	0.03735	2[1/2]	2P*<1/2>	jK	6	7	3	108370.8	Xe_II_(5s2.5p5_2P*<1/2>)	parent-matched	usable	series	no
54	1	3	2	0.05046	0.02474	2[3/2]	2P*<3/2>	jK	4	20	33	97833.787	Xe_II_(5s2.5p5_2P*<3/2>)	parent-matched	usable	series	no
54	1	3	2	0.04200	0.01341	2[9/2]	2P*<3/2>	jK	4	11	15	97833.787	Xe_II_(5s2.5p5_2P*<3/2>)	parent-matched	usable	series	no
54	1	3	2	0.02709	0.01349	2[5/2]	2P*<3/2>	jK	4	19	24	97833.787	Xe_II_(5s2.5p5_2P*<3/2>)	parent-matched	usable	series	no
54	1	3	2	0.01741	0.01150	2[7/2]	2P*<3/2>	jK	4	13	15	97833.787	Xe_II_(5s2.5p5_2P*<3/2>)	parent-matched	usable	series	no
54	1	2	2	2.28287	0.18092	2[3/2]*	2P*<1/2>	jK	5	20	17	108370.8	Xe_II_(5s2.5p5_2P*<1/2>)	parent-matched	usable	series	no
54	1	3	2	0.02999	0.01554	2[5/2]	2P*<1/2>	jK	4	8	7	108370.8	Xe_II_(5s2.5p5_2P*<1/2>)	parent-matched	usable	series	no
54	1	3	2	0.03353	0.01425	2[7/2]	2P*<1/2>	jK	4	8	5	108370.8	Xe_II_(5s2.5p5_2P*<1/2>)	parent-matched	usable	series	no
39	1	0	4	3.32187	0.01283	a 4F	3F	LS	5	5	4	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	1	4	3.22078	0.03315	z 4F*	3D	LS	5	5	4	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	0	4	3.22466	0.00650	a 4P	3P	LS	5	5	3	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	1	4	3.18844	0.01848	z 4D*	3D	LS	5	5	4	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	1	4	3.12211	0.00519	z 4P*	3D	LS	5	5	3	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	1	4	2.71230	0.06182	z 4G*	3F	LS	5	5	4	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	2	4	1.69354	0.03200	b 4F		LS	4	4	4	50145.6	Y_II_(5s2_1S<0>)	no parent — fallback	usable	single-n	no
39	1	1	4	2.55459	0.04549	y 4F*	3F	LS	5	5	4	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	2	4	1.53463	0.02673	b 4P		LS	4	4	3	50145.6	Y_II_(5s2_1S<0>)	no parent — fallback	usable	single-n	no
39	1	2	2	1.26726	0.46264	2D		LS	4	4	4	50145.6	Y_II_(5s2_1S<0>)	no parent — fallback	usable	single-n	yes
39	1	0	4	3.44579	0.04641	e 4D	3D	LS	6	6	4	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	1	4	2.44682	0.03054	y 4D*	3F	LS	5	5	4	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	0	4	2.38027	0.05023	e 4P	3P	LS	5	5	3	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	1	4	2.22069	0.06710	x 4D*	3P	LS	5	5	4	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	1	4	2.09430	0.04944	y 4P*	3P	LS	5	5	3	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	2	4	1.91573	0.05330	f 4D	3D	LS	5	5	4	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	1	4	2.90184	0.09542	4D*	3D	LS	6	6	4	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	2	4	1.88225	0.08193	e 4G	3D	LS	5	5	4	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	1	4	2.89064	0.07096	4F*	3D	LS	6	6	3	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	1	4	2.80163	0.06877	4P*	3D	LS	6	6	3	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	2	4	1.76463	0.07022	e 4F	3D	LS	5	5	4	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	2	4	1.63487	0.03949	f 4P	3D	LS	5	5	3	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	0	4	2.24277	0.17234	4F	3F	LS	6	6	4	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	2	4	-0.07120	0.34724	4F	3P	LS	4	4	4	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
39	1	2	4	-0.56544	0.23960	h 4D	3P	LS	4	4	4	50145.6	Y_II_(5s2_1S<0>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
70	1	0	1	4.40762	0.13640	1S		LS	6	8	3	50443.2	Yb_II_(6s_2S<1/2>)	no parent — fallback	usable	series	yes
70	1	1	3	3.98846	0.25669	3P*		LS	6	9	12	50443.2	Yb_II_(6s_2S<1/2>)	no parent — fallback	usable	series	yes
70	1	0	0	4.44180	0.08356	(7/2,3/2)*	2F*<7/2>	jj	6	6	4	71859.7	Tm_II_(4f13.6s2_2F*<7/2>)	parent-matched	usable	single-n	no
70	1	0	3	3.93327	0.03169	3D		LS	6	6	3	50443.2	Yb_II_(6s_2S<1/2>)	no parent — fallback	usable	single-n	yes
70	1	1	1	3.83838	0.25327	1P*		LS	6	9	4	50443.2	Yb_II_(6s_2S<1/2>)	no parent — fallback	usable	series	yes
70	1	0	0	4.39388	0.05980	(7/2,5/2)*	2F*<7/2>	jj	6	6	6	71859.7	Tm_II_(4f13.6s2_2F*<7/2>)	parent-matched	usable	single-n	no
70	1	0	3	4.45272	0.06733	3S		LS	7	13	7	50443.2	Yb_II_(6s_2S<1/2>)	no parent — fallback	usable	series	yes
70	1	1	0	4.26263	0.02118	(7/2,3/2)	2F*<7/2>	jj	6	6	4	71859.7	Tm_II_(4f13.6s2_2F*<7/2>)	parent-matched	usable	single-n	no
70	1	2	3	2.76365	0.05015	3D		LS	6	8	9	50443.2	Yb_II_(6s_2S<1/2>)	no parent — fallback	usable	series	yes
70	1	1	0	1.51625	2.49592	(7/2,3/2)	4F*<3/2>	jj	6	6	5	50443.2	Yb_II_(6s_2S<1/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
70	1	1	0	1.33025	2.69396		4F*<5/2>	LS	6	6	7	50443.2	Yb_II_(6s_2S<1/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
70	1	1	3	1.93402	0.69214	3P		LS	6	6	3	50443.2	Yb_II_(6s_2S<1/2>)	no parent — fallback	usable	single-n	yes
70	1	3	3	1.05460	0.02285	3F*		LS	5	7	3	50443.2	Yb_II_(6s_2S<1/2>)	no parent — fallback	usable	series	yes
70	1	1	0	1.28949	0.49886	(5/2,3/2)	2F*<5/2>	jj	6	6	3	50443.2	Yb_II_(6s_2S<1/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
70	1	1	0	3.24233	0.89635		2D*<5/2>	LS	6	6	3	71859.7	Tm_II_(4f13.6s2_2F*<7/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
70	1	1	0	-0.41062	3.14978	(7/2,7/2)	4F*<7/2>	jj	6	6	5	50443.2	Yb_II_(6s_2S<1/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
70	1	1	0	3.99911	0.14700	(1/2,1/2)*	2S<1/2>	jj	10	25	15	50443.2	Yb_II_(6s_2S<1/2>)	parent-matched	usable	series	no
70	1	1	0	3.98579	0.84355	(1/2,3/2)*	2S<1/2>	jj	10	48	40	50443.2	Yb_II_(6s_2S<1/2>)	parent-matched	usable	series	no
70	1	1	0	-3.48469	1.19025		4F*<9/2>	LS	6	6	3	50443.2	Yb_II_(6s_2S<1/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
40	1	0	3	3.56023	0.01690	a 3F		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	0	3	3.50822	0.00288	a 3P		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	0	5	3.49205	0.01598	a 5F	4F	LS	5	5	5	53507.832	Zr_II_(4d2.5s_4F<3/2>)	parent-matched	usable	single-n	no
40	1	0	5	3.39296	0.00707	a 5P	4P	LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	no
40	1	0	3	3.37489	0.01374	b 3F	4F	LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	parent-matched	usable	single-n	yes
40	1	0	3	3.35893	0.00540	a 3G	2G	LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
40	1	0	3	3.32598	0.01230	a 3D	b_2D	LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
40	1	1	5	3.29587	0.04983	z 5G*		LS	5	5	5	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	no
40	1	0	3	3.31214	0.00719	a 3H	2H	LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
40	1	0	3	3.29108	0.02054	b 3P	4P	LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
40	1	1	5	3.26050	0.02515	z 5F*		LS	5	5	4	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	no
40	1	0	3	3.26287	0.00626	c 3P	2P	LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
40	1	1	3	3.24662	0.02001	z 3D*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	5	3.21423	0.00904	z 5D*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	no
40	1	1	3	3.17758	0.00783	z 3P*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	2	5	2.13543	0.01995	a 5D		LS	4	4	5	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	no
40	1	1	3	3.12948	0.02137	z 3G*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	3.09340	0.02030	y 3D*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	5	3.08803	0.04047	y 5D*		LS	5	5	5	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	no
