sg	system	pg_order	little_group	star	factor_order	n_small_reps	max_dim	dims
127	tetragonal	16	16	1	2	10	2	2+2+1+1+1+1+1+1+1+1
127	tetragonal	16	16	1	2	10	2	2+2+1+1+1+1+1+1+1+1
127	tetragonal	16	8	2	2	2	2	2+2
127	tetragonal	16	8	2	2	2	2	2+2
128	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
128	tetragonal	16	16	1	2	4	2	2+2+2+2
128	tetragonal	16	16	1	2	10	2	2+2+1+1+1+1+1+1+1+1
128	tetragonal	16	16	1	2	4	2	2+2+2+2
128	tetragonal	16	8	2	2	2	2	2+2
128	tetragonal	16	8	2	2	2	2	2+2
129	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
129	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
129	tetragonal	16	16	1	2	4	2	2+2+2+2
129	tetragonal	16	16	1	2	4	2	2+2+2+2
129	tetragonal	16	8	2	2	2	2	2+2
129	tetragonal	16	8	2	2	2	2	2+2
130	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
130	tetragonal	16	16	1	2	4	2	2+2+2+2
130	tetragonal	16	16	1	2	4	2	2+2+2+2
130	tetragonal	16	16	1	2	4	2	2+2+2+2
130	tetragonal	16	8	2	2	2	2	2+2
130	tetragonal	16	8	2	2	2	2	2+2
131	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
131	tetragonal	16	16	1	2	4	2	2+2+2+2
131	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
131	tetragonal	16	16	1	2	4	2	2+2+2+2
131	tetragonal	16	8	2	1	8	1	1+1+1+1+1+1+1+1
131	tetragonal	16	8	2	1	8	1	1+1+1+1+1+1+1+1
132	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
132	tetragonal	16	16	1	2	4	2	2+2+2+2
132	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
132	tetragonal	16	16	1	2	4	2	2+2+2+2
132	tetragonal	16	8	2	1	8	1	1+1+1+1+1+1+1+1
132	tetragonal	16	8	2	2	2	2	2+2
133	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
133	tetragonal	16	16	1	2	4	2	2+2+2+2
133	tetragonal	16	16	1	2	4	2	2+2+2+2
133	tetragonal	16	16	1	2	4	2	2+2+2+2
133	tetragonal	16	8	2	2	2	2	2+2
133	tetragonal	16	8	2	2	2	2	2+2
134	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
134	tetragonal	16	16	1	2	4	2	2+2+2+2
134	tetragonal	16	16	1	2	4	2	2+2+2+2
134	tetragonal	16	16	1	2	10	2	2+2+1+1+1+1+1+1+1+1
134	tetragonal	16	8	2	2	2	2	2+2
134	tetragonal	16	8	2	2	2	2	2+2
135	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
135	tetragonal	16	16	1	2	4	2	2+2+2+2
135	tetragonal	16	16	1	2	10	2	2+2+1+1+1+1+1+1+1+1
135	tetragonal	16	16	1	2	4	2	2+2+2+2
135	tetragonal	16	8	2	2	2	2	2+2
135	tetragonal	16	8	2	2	2	2	2+2
136	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
136	tetragonal	16	16	1	2	4	2	2+2+2+2
136	tetragonal	16	16	1	2	10	2	2+2+1+1+1+1+1+1+1+1
136	tetragonal	16	16	1	2	4	2	2+2+2+2
136	tetragonal	16	8	2	2	2	2	2+2
136	tetragonal	16	8	2	2	2	2	2+2
137	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
137	tetragonal	16	16	1	2	4	2	2+2+2+2
137	tetragonal	16	16	1	2	4	2	2+2+2+2
137	tetragonal	16	16	1	2	4	2	2+2+2+2
137	tetragonal	16	8	2	2	2	2	2+2
137	tetragonal	16	8	2	2	2	2	2+2
138	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
138	tetragonal	16	16	1	2	4	2	2+2+2+2
138	tetragonal	16	16	1	2	4	2	2+2+2+2
138	tetragonal	16	16	1	2	10	2	2+2+1+1+1+1+1+1+1+1
138	tetragonal	16	8	2	2	2	2	2+2
138	tetragonal	16	8	2	2	2	2	2+2
139	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
139	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
139	tetragonal	16	8	2	1	8	1	1+1+1+1+1+1+1+1
139	tetragonal	16	8	2	1	5	2	2+1+1+1+1
139	tetragonal	16	4	4	1	4	1	1+1+1+1
140	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
140	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
140	tetragonal	16	8	2	1	8	1	1+1+1+1+1+1+1+1
140	tetragonal	16	8	2	2	5	2	2+1+1+1+1
140	tetragonal	16	4	4	2	1	2	2
141	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
141	tetragonal	16	16	1	2	4	2	2+2+2+2
141	tetragonal	16	8	2	2	2	2	2+2
141	tetragonal	16	8	2	4	2	2	2+2
141	tetragonal	16	4	4	4	4	1	1+1+1+1
142	tetragonal	16	16	1	1	10	2	2+2+1+1+1+1+1+1+1+1
142	tetragonal	16	16	1	2	4	2	2+2+2+2
142	tetragonal	16	8	2	2	2	2	2+2
142	tetragonal	16	8	2	4	2	2	2+2
142	tetragonal	16	4	4	4	1	2	2
147	trigonal	6	6	1	1	6	1	1+1+1+1+1+1
147	trigonal	6	6	1	1	6	1	1+1+1+1+1+1
147	trigonal	6	2	3	1	2	1	1+1
147	trigonal	6	2	3	1	2	1	1+1
148	trigonal	6	6	1	1	6	1	1+1+1+1+1+1
148	trigonal	6	6	1	1	6	1	1+1+1+1+1+1
148	trigonal	6	2	3	1	2	1	1+1
148	trigonal	6	2	3	1	2	1	1+1
149	trigonal	6	6	1	1	3	2	2+1+1
149	trigonal	6	6	1	1	3	2	2+1+1
150	trigonal	6	6	1	1	3	2	2+1+1
150	trigonal	6	6	1	1	3	2	2+1+1
150	trigonal	6	6	1	1	3	2	2+1+1
150	trigonal	6	6	1	1	3	2	2+1+1
150	trigonal	6	6	1	1	3	2	2+1+1
150	trigonal	6	6	1	1	3	2	2+1+1
151	trigonal	6	6	1	1	3	2	2+1+1
151	trigonal	6	6	1	3	3	2	2+1+1
152	trigonal	6	6	1	1	3	2	2+1+1
152	trigonal	6	6	1	3	3	2	2+1+1
152	trigonal	6	6	1	1	3	2	2+1+1
152	trigonal	6	6	1	3	3	2	2+1+1
152	trigonal	6	6	1	1	3	2	2+1+1
152	trigonal	6	6	1	3	3	2	2+1+1
153	trigonal	6	6	1	1	3	2	2+1+1
153	trigonal	6	6	1	3	3	2	2+1+1
154	trigonal	6	6	1	1	3	2	2+1+1
154	trigonal	6	6	1	3	3	2	2+1+1
154	trigonal	6	6	1	1	3	2	2+1+1
154	trigonal	6	6	1	3	3	2	2+1+1
154	trigonal	6	6	1	1	3	2	2+1+1
154	trigonal	6	6	1	3	3	2	2+1+1
155	trigonal	6	6	1	1	3	2	2+1+1
155	trigonal	6	6	1	1	3	2	2+1+1
162	trigonal	12	12	1	1	6	2	2+2+1+1+1+1
162	trigonal	12	12	1	1	6	2	2+2+1+1+1+1
162	trigonal	12	4	3	1	4	1	1+1+1+1
162	trigonal	12	4	3	1	4	1	1+1+1+1
163	trigonal	12	12	1	1	6	2	2+2+1+1+1+1
163	trigonal	12	12	1	2	3	2	2+2+2
163	trigonal	12	4	3	1	4	1	1+1+1+1
163	trigonal	12	4	3	2	1	2	2
164	trigonal	12	12	1	1	6	2	2+2+1+1+1+1
164	trigonal	12	12	1	1	6	2	2+2+1+1+1+1
164	trigonal	12	6	2	1	3	2	2+1+1
164	trigonal	12	6	2	1	3	2	2+1+1
164	trigonal	12	4	3	1	4	1	1+1+1+1
164	trigonal	12	4	3	1	4	1	1+1+1+1
165	trigonal	12	12	1	1	6	2	2+2+1+1+1+1
165	trigonal	12	12	1	2	3	2	2+2+2
165	trigonal	12	6	2	1	3	2	2+1+1
165	trigonal	12	6	2	2	3	2	2+1+1
165	trigonal	12	4	3	1	4	1	1+1+1+1
165	trigonal	12	4	3	2	1	2	2
166	trigonal	12	12	1	1	6	2	2+2+1+1+1+1
166	trigonal	12	12	1	1	6	2	2+2+1+1+1+1
166	trigonal	12	4	3	1	4	1	1+1+1+1
166	trigonal	12	4	3	1	4	1	1+1+1+1
167	trigonal	12	12	1	1	6	2	2+2+1+1+1+1
167	trigonal	12	12	1	2	3	2	2+2+2
167	trigonal	12	4	3	1	4	1	1+1+1+1
167	trigonal	12	4	3	2	1	2	2
174	hexagonal	6	6	1	1	6	1	1+1+1+1+1+1
174	hexagonal	6	6	1	1	6	1	1+1+1+1+1+1
174	hexagonal	6	6	1	1	6	1	1+1+1+1+1+1
174	hexagonal	6	6	1	1	6	1	1+1+1+1+1+1
174	hexagonal	6	6	1	1	6	1	1+1+1+1+1+1
174	hexagonal	6	6	1	1	6	1	1+1+1+1+1+1
175	hexagonal	12	12	1	1	12	1	1+1+1+1+1+1+1+1+1+1+1+1
175	hexagonal	12	12	1	1	12	1	1+1+1+1+1+1+1+1+1+1+1+1
175	hexagonal	12	6	2	1	6	1	1+1+1+1+1+1
175	hexagonal	12	6	2	1	6	1	1+1+1+1+1+1
175	hexagonal	12	4	3	1	4	1	1+1+1+1
175	hexagonal	12	4	3	1	4	1	1+1+1+1
176	hexagonal	12	12	1	1	12	1	1+1+1+1+1+1+1+1+1+1+1+1
176	hexagonal	12	12	1	2	3	2	2+2+2
176	hexagonal	12	6	2	1	6	1	1+1+1+1+1+1
176	hexagonal	12	6	2	2	6	1	1+1+1+1+1+1
176	hexagonal	12	4	3	1	4	1	1+1+1+1
176	hexagonal	12	4	3	2	1	2	2
177	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
177	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
177	hexagonal	12	6	2	1	3	2	2+1+1
177	hexagonal	12	6	2	1	3	2	2+1+1
177	hexagonal	12	4	3	1	4	1	1+1+1+1
177	hexagonal	12	4	3	1	4	1	1+1+1+1
178	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
178	hexagonal	12	12	1	6	3	2	2+2+2
178	hexagonal	12	6	2	1	3	2	2+1+1
178	hexagonal	12	6	2	3	3	2	2+1+1
178	hexagonal	12	4	3	1	4	1	1+1+1+1
178	hexagonal	12	4	3	2	1	2	2
179	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
179	hexagonal	12	12	1	6	3	2	2+2+2
179	hexagonal	12	6	2	1	3	2	2+1+1
179	hexagonal	12	6	2	3	3	2	2+1+1
179	hexagonal	12	4	3	1	4	1	1+1+1+1
179	hexagonal	12	4	3	2	1	2	2
180	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
180	hexagonal	12	12	1	3	6	2	2+2+1+1+1+1
180	hexagonal	12	6	2	1	3	2	2+1+1
180	hexagonal	12	6	2	3	3	2	2+1+1
180	hexagonal	12	4	3	1	4	1	1+1+1+1
180	hexagonal	12	4	3	1	4	1	1+1+1+1
181	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
181	hexagonal	12	12	1	3	6	2	2+2+1+1+1+1
181	hexagonal	12	6	2	1	3	2	2+1+1
181	hexagonal	12	6	2	3	3	2	2+1+1
181	hexagonal	12	4	3	1	4	1	1+1+1+1
181	hexagonal	12	4	3	1	4	1	1+1+1+1
182	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
182	hexagonal	12	12	1	2	3	2	2+2+2
182	hexagonal	12	6	2	1	3	2	2+1+1
182	hexagonal	12	6	2	1	3	2	2+1+1
182	hexagonal	12	4	3	1	4	1	1+1+1+1
182	hexagonal	12	4	3	2	1	2	2
187	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
187	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
187	hexagonal	12	6	2	1	6	1	1+1+1+1+1+1
187	hexagonal	12	6	2	1	6	1	1+1+1+1+1+1
188	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
188	hexagonal	12	12	1	2	3	2	2+2+2
188	hexagonal	12	6	2	1	6	1	1+1+1+1+1+1
188	hexagonal	12	6	2	2	6	1	1+1+1+1+1+1
189	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
189	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
189	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
189	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
189	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
189	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
190	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
190	hexagonal	12	12	1	2	3	2	2+2+2
190	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
190	hexagonal	12	12	1	2	3	2	2+2+2
190	hexagonal	12	12	1	1	6	2	2+2+1+1+1+1
190	hexagonal	12	12	1	2	3	2	2+2+2
191	hexagonal	24	24	1	1	12	2	2+2+2+2+1+1+1+1+1+1+1+1
191	hexagonal	24	24	1	1	12	2	2+2+2+2+1+1+1+1+1+1+1+1
191	hexagonal	24	12	2	1	6	2	2+2+1+1+1+1
191	hexagonal	24	12	2	1	6	2	2+2+1+1+1+1
191	hexagonal	24	8	3	1	8	1	1+1+1+1+1+1+1+1
191	hexagonal	24	8	3	1	8	1	1+1+1+1+1+1+1+1
192	hexagonal	24	24	1	1	12	2	2+2+2+2+1+1+1+1+1+1+1+1
192	hexagonal	24	24	1	2	6	2	2+2+2+2+2+2
192	hexagonal	24	12	2	1	6	2	2+2+1+1+1+1
192	hexagonal	24	12	2	2	3	2	2+2+2
192	hexagonal	24	8	3	1	8	1	1+1+1+1+1+1+1+1
192	hexagonal	24	8	3	2	2	2	2+2
193	hexagonal	24	24	1	1	12	2	2+2+2+2+1+1+1+1+1+1+1+1
193	hexagonal	24	24	1	2	3	4	4+2+2
193	hexagonal	24	12	2	1	6	2	2+2+1+1+1+1
193	hexagonal	24	12	2	2	6	2	2+2+1+1+1+1
193	hexagonal	24	8	3	1	8	1	1+1+1+1+1+1+1+1
193	hexagonal	24	8	3	2	2	2	2+2
194	hexagonal	24	24	1	1	12	2	2+2+2+2+1+1+1+1+1+1+1+1
194	hexagonal	24	24	1	2	3	4	4+2+2
194	hexagonal	24	12	2	1	6	2	2+2+1+1+1+1
194	hexagonal	24	12	2	2	3	2	2+2+2
194	hexagonal	24	8	3	1	8	1	1+1+1+1+1+1+1+1
194	hexagonal	24	8	3	2	2	2	2+2
195	cubic	12	12	1	1	4	3	3+1+1+1
195	cubic	12	12	1	1	4	3	3+1+1+1
195	cubic	12	4	3	1	4	1	1+1+1+1
195	cubic	12	4	3	1	4	1	1+1+1+1
196	cubic	12	12	1	1	4	3	3+1+1+1
196	cubic	12	4	3	1	4	1	1+1+1+1
197	cubic	12	12	1	1	4	3	3+1+1+1
197	cubic	12	12	1	1	4	3	3+1+1+1
197	cubic	12	12	1	1	4	3	3+1+1+1
197	cubic	12	12	1	1	4	3	3+1+1+1
198	cubic	12	12	1	1	4	3	3+1+1+1
198	cubic	12	12	1	2	3	2	2+2+2
198	cubic	12	4	3	2	1	2	2
198	cubic	12	4	3	2	4	1	1+1+1+1
199	cubic	12	12	1	1	4	3	3+1+1+1
199	cubic	12	12	1	2	4	3	3+1+1+1
199	cubic	12	12	1	2	3	2	2+2+2
199	cubic	12	12	1	2	3	2	2+2+2
200	cubic	24	24	1	1	8	3	3+3+1+1+1+1+1+1
200	cubic	24	24	1	1	8	3	3+3+1+1+1+1+1+1
200	cubic	24	8	3	1	8	1	1+1+1+1+1+1+1+1
200	cubic	24	8	3	1	8	1	1+1+1+1+1+1+1+1
201	cubic	24	24	1	1	8	3	3+3+1+1+1+1+1+1
201	cubic	24	24	1	2	8	3	3+3+1+1+1+1+1+1
201	cubic	24	8	3	2	2	2	2+2
201	cubic	24	8	3	2	2	2	2+2
202	cubic	24	24	1	1	8	3	3+3+1+1+1+1+1+1
202	cubic	24	8	3	1	8	1	1+1+1+1+1+1+1+1
202	cubic	24	6	4	1	6	1	1+1+1+1+1+1
203	cubic	24	24	1	1	8	3	3+3+1+1+1+1+1+1
203	cubic	24	8	3	2	2	2	2+2
203	cubic	24	6	4	4	6	1	1+1+1+1+1+1
204	cubic	24	24	1	1	8	3	3+3+1+1+1+1+1+1
204	cubic	24	24	1	1	8	3	3+3+1+1+1+1+1+1
204	cubic	24	12	2	1	4	3	3+1+1+1
204	cubic	24	4	6	1	4	1	1+1+1+1
205	cubic	24	24	1	1	8	3	3+3+1+1+1+1+1+1
205	cubic	24	24	1	2	6	2	2+2+2+2+2+2
205	cubic	24	8	3	2	2	2	2+2
205	cubic	24	8	3	2	2	2	2+2
206	cubic	24	24	1	1	8	3	3+3+1+1+1+1+1+1
206	cubic	24	24	1	2	8	3	3+3+1+1+1+1+1+1
206	cubic	24	12	2	2	3	2	2+2+2
206	cubic	24	4	6	2	1	2	2
207	cubic	24	24	1	1	5	3	3+3+2+1+1
207	cubic	24	24	1	1	5	3	3+3+2+1+1
207	cubic	24	8	3	1	5	2	2+1+1+1+1
207	cubic	24	8	3	1	5	2	2+1+1+1+1
208	cubic	24	24	1	1	5	3	3+3+2+1+1
208	cubic	24	24	1	2	5	3	3+3+2+1+1
208	cubic	24	8	3	2	5	2	2+1+1+1+1
208	cubic	24	8	3	2	5	2	2+1+1+1+1
209	cubic	24	24	1	1	5	3	3+3+2+1+1
209	cubic	24	8	3	1	5	2	2+1+1+1+1
209	cubic	24	6	4	1	3	2	2+1+1
209	cubic	24	4	6	1	4	1	1+1+1+1
210	cubic	24	24	1	1	5	3	3+3+2+1+1
210	cubic	24	8	3	2	5	2	2+1+1+1+1
210	cubic	24	6	4	4	3	2	2+1+1
210	cubic	24	4	6	4	1	2	2
211	cubic	24	24	1	1	5	3	3+3+2+1+1
211	cubic	24	24	1	1	5	3	3+3+2+1+1
211	cubic	24	12	2	1	4	3	3+1+1+1
211	cubic	24	4	6	1	4	1	1+1+1+1
212	cubic	24	24	1	1	5	3	3+3+2+1+1
212	cubic	24	24	1	4	3	4	4+2+2
212	cubic	24	8	3	4	2	2	2+2
212	cubic	24	8	3	4	5	2	2+1+1+1+1
213	cubic	24	24	1	1	5	3	3+3+2+1+1
213	cubic	24	24	1	4	3	4	4+2+2
213	cubic	24	8	3	4	2	2	2+2
213	cubic	24	8	3	4	5	2	2+1+1+1+1
214	cubic	24	24	1	1	5	3	3+3+2+1+1
214	cubic	24	24	1	2	5	3	3+3+2+1+1
214	cubic	24	12	2	2	3	2	2+2+2
214	cubic	24	4	6	2	4	1	1+1+1+1
215	cubic	24	24	1	1	5	3	3+3+2+1+1
215	cubic	24	24	1	1	5	3	3+3+2+1+1
215	cubic	24	8	3	1	5	2	2+1+1+1+1
215	cubic	24	8	3	1	5	2	2+1+1+1+1
216	cubic	24	24	1	1	5	3	3+3+2+1+1
216	cubic	24	8	3	1	5	2	2+1+1+1+1
216	cubic	24	4	6	1	4	1	1+1+1+1
217	cubic	24	24	1	1	5	3	3+3+2+1+1
217	cubic	24	24	1	1	5	3	3+3+2+1+1
217	cubic	24	24	1	1	5	3	3+3+2+1+1
217	cubic	24	24	1	1	5	3	3+3+2+1+1
218	cubic	24	24	1	1	5	3	3+3+2+1+1
218	cubic	24	24	1	1	5	3	3+3+2+1+1
218	cubic	24	8	3	2	5	2	2+1+1+1+1
218	cubic	24	8	3	2	5	2	2+1+1+1+1
219	cubic	24	24	1	1	5	3	3+3+2+1+1
219	cubic	24	8	3	1	5	2	2+1+1+1+1
219	cubic	24	4	6	2	4	1	1+1+1+1
220	cubic	24	24	1	1	5	3	3+3+2+1+1
220	cubic	24	24	1	2	5	3	3+3+2+1+1
220	cubic	24	24	1	2	3	4	4+2+2
220	cubic	24	24	1	2	3	4	4+2+2
221	cubic	48	48	1	1	10	3	3+3+3+3+2+2+1+1+1+1
221	cubic	48	48	1	1	10	3	3+3+3+3+2+2+1+1+1+1
221	cubic	48	16	3	1	10	2	2+2+1+1+1+1+1+1+1+1
221	cubic	48	16	3	1	10	2	2+2+1+1+1+1+1+1+1+1
222	cubic	48	48	1	1	10	3	3+3+3+3+2+2+1+1+1+1
222	cubic	48	48	1	2	4	6	6+2+2+2
222	cubic	48	16	3	2	4	2	2+2+2+2
222	cubic	48	16	3	2	4	2	2+2+2+2
223	cubic	48	48	1	1	10	3	3+3+3+3+2+2+1+1+1+1
223	cubic	48	48	1	2	4	6	6+2+2+2
223	cubic	48	16	3	2	4	2	2+2+2+2
223	cubic	48	16	3	2	10	2	2+2+1+1+1+1+1+1+1+1
224	cubic	48	48	1	1	10	3	3+3+3+3+2+2+1+1+1+1
224	cubic	48	48	1	2	10	3	3+3+3+3+2+2+1+1+1+1
224	cubic	48	16	3	2	4	2	2+2+2+2
224	cubic	48	16	3	2	4	2	2+2+2+2
225	cubic	48	48	1	1	10	3	3+3+3+3+2+2+1+1+1+1
225	cubic	48	16	3	1	10	2	2+2+1+1+1+1+1+1+1+1
225	cubic	48	12	4	1	6	2	2+2+1+1+1+1
225	cubic	48	8	6	1	5	2	2+1+1+1+1
226	cubic	48	48	1	1	10	3	3+3+3+3+2+2+1+1+1+1
226	cubic	48	16	3	1	10	2	2+2+1+1+1+1+1+1+1+1
226	cubic	48	12	4	2	3	2	2+2+2
226	cubic	48	8	6	2	5	2	2+1+1+1+1
227	cubic	48	48	1	1	10	3	3+3+3+3+2+2+1+1+1+1
227	cubic	48	16	3	2	4	2	2+2+2+2
227	cubic	48	12	4	4	6	2	2+2+1+1+1+1
227	cubic	48	8	6	4	2	2	2+2
228	cubic	48	48	1	1	10	3	3+3+3+3+2+2+1+1+1+1
228	cubic	48	16	3	2	4	2	2+2+2+2
228	cubic	48	12	4	4	3	2	2+2+2
228	cubic	48	8	6	4	2	2	2+2
229	cubic	48	48	1	1	10	3	3+3+3+3+2+2+1+1+1+1
229	cubic	48	48	1	1	10	3	3+3+3+3+2+2+1+1+1+1
229	cubic	48	24	2	1	5	3	3+3+2+1+1
229	cubic	48	8	6	1	8	1	1+1+1+1+1+1+1+1
230	cubic	48	48	1	1	10	3	3+3+3+3+2+2+1+1+1+1
230	cubic	48	48	1	2	4	6	6+2+2+2
230	cubic	48	24	2	2	3	4	4+2+2
230	cubic	48	8	6	2	2	2	2+2
