# Mg II — NIST Handbook magnesiumtable6_a.htm, ref MZ80 · limit Mg III (1S0) 121267.64 KM91a
config	term	J	level_cm1
3s	2S	1/2	0.00
3p	2P°	1/2	35669.31
3p	2P°	3/2	35760.88
4s	2S	1/2	69804.95
3d	2D	5/2	71490.19
3d	2D	3/2	71491.06
4p	2P°	1/2	80619.50
4p	2P°	3/2	80650.02
5s	2S	1/2	92790.51
4d	2D	5/2	93310.59
4d	2D	3/2	93311.11
4f	2F°	5/2	93799.63
4f	2F°	7/2	93799.75
5p	2P°	1/2	97455.12
5p	2P°	3/2	97468.92
6s	2S	1/2	103196.75
